0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.266327214356250806e+03,-9.183275903750475209e+02,-5.200340317942658430e+02
-3.451967493954964539e+02,2.539315081030927601e+01,1.459518548048878984e+03
-8.687821369576009829e+02,2.323250139612324801e+03,-3.126121995295425791e+02
-1.332678531203753437e+03,6.057252180305250704e+02,-3.272077210434978838e+02
-7.133089050173707619e+02,5.552534181107091626e+02,2.330854789063293993e+03
-5.909558927697119088e+02,-1.373764685157115309e+03,-1.163689074277325233e+02
-9.620046143336023761e+02,-1.663268413255978658e+03,1.599401546662312057e+03
1.524040250997601333e+03,-4.976289031939233496e+02,1.918245757989622234e+03
-1.310906776715079332e+03,-4.267496519835166850e+02,5.911075682939853095e+02
2.137449464632421950e+03,-9.795263447809793433e+02,-8.496104554574311578e+02
8.036905147915512089e+02,4.652768750402192950e+02,1.177963915401019221e+03
6.118441408476945753e+02,2.071391299541785429e+03,1.258961807003270678e+03
3.149948695314147926e+02,-1.233873374323025928e+03,7.926756766203922098e+02
-2.016575661811054943e+03,-5.906019227499958788e+02,1.354478485999431769e+03
6.460309928619076345e+02,-1.121364874288886767e+03,-7.584093716278345028e+02
6.044230534930856038e+02,-1.608119359468752464e+03,1.816211688682767090e+03
-8.824433249298083410e+02,-9.492765701355546071e+02,-2.137795072423571582e+03
5.310700425339645108e+02,8.492127701239588760e+02,-1.116603009570261293e+03
-1.054671935951507294e+03,-2.258501524869488094e+03,1.919322007337414959e+02
-1.373961930556389689e+03,-3.773567140735632961e+02,-4.688608788599892705e+02
2.071938848285220956e+03,-1.281610506785919370e+03,5.608421505757620480e+02
-1.311137097464583690e+02,-1.074853619200096091e+03,-1.038026441093374387e+03
8.942967847836255260e+02,-1.808493731043927937e+03,-1.476341317412907301e+03
1.764983771476244669e+02,6.108062603280885696e+02,-2.417801487965517026e+03
6.987629376269226213e+02,-5.293533263847286889e+02,1.217175177550222770e+03
2.498545348743911745e+03,-7.606967381351635993e+01,3.852979361575307138e+01
-1.215314074213265940e+03,4.552574404363761573e+02,7.521651174751937106e+02
-1.626364931671346767e+03,-1.503360529448681746e+03,-1.159674190247172191e+03
-3.607006642415059332e+02,1.455976251491915491e+03,5.309040147464097359e+00
8.331893303581111354e+01,2.340805027516016253e+03,-8.738934594980764814e+02
1.124353191327967352e+03,9.833302798737638568e+02,-1.374462143312825049e+02
-1.653720553265972285e+03,4.593280934373784135e+02,1.817753017955097675e+03
-3.759970659660853016e+02,2.382088554995548748e+03,6.589994859968487617e+02
3.001173301911491649e+02,3.906608855968609362e+01,1.469150580724652400e+03
-2.128663806851728168e+03,-2.144264981200675990e+01,-1.310851101448424743e+03
-1.030316972919468753e+03,1.089894130130593567e+03,2.403581537912267052e+01
-1.901566073143071662e+03,-1.487916930230456046e+03,6.481895387961882307e+02
-9.451522326186659484e+02,-1.215736079475225040e+02,1.158407145621336895e+03
6.878294554085988466e+02,-8.127358768845556369e+01,2.402141803519633413e+03
1.624240188331681566e+03,-1.850731259269334714e+03,-4.320157596333787637e+02
8.200799773977817040e+02,1.037808396856925128e+03,7.074055145986018260e+02
1.175216553582782353e+03,7.076400293120931337e+02,-2.090002784950342630e+03
-3.784281936408362981e+02,-1.317364986763873276e+03,6.093780385822526569e+02
1.423187921813606181e+03,-1.642128421682733006e+03,1.236102902636202316e+03
1.208722462037743981e+03,-2.384435267328210273e+02,8.556486979623286970e+02
3.773953003791272209e+01,-1.451307454120837292e+03,-2.035259787222704063e+03
-4.951854729525189782e+02,6.748410455297414501e+02,1.244741302699125299e+03
1.670044415493887072e+03,1.836049453503702352e+03,2.997900174562804523e+02
-2.363898709855261586e+03,1.599047940265688794e+01,8.134661603982726774e+02
-1.488815236979110068e+03,1.018782253857645372e+02,1.518223215837661542e+02
1.956382677784426107e+02,1.565485886215385335e+03,-1.939324523704342937e+03
-8.612954914426065045e+01,7.484932807333950677e+02,-1.297050311075543959e+03
1.660689898552811883e+03,6.556327428480628896e+02,1.749929932125905907e+03
3.214001834136819724e+01,1.420492248229029428e+03,4.808001580098056706e+02
-2.912991904832986734e+02,-2.478128359467806149e+03,-1.549987600762498516e+02
1.516096796083063509e+03,-1.290727017378622122e+03,-1.511778512717902004e+03
-8.822996955012581566e+02,1.048749381914242576e+03,-6.096490640137826631e+02
-2.031307195810249823e+03,8.358456205600374460e+02,-1.193797794787752991e+03
9.602188732099014032e+02,9.029973251154810896e+02,-7.159438150901182780e+02
-6.268612903098597400e+01,-5.301030544174469696e+02,-2.442347477515107130e+03
-1.907738712044329077e+02,-6.099802978175640646e+02,-1.357029611445553428e+03
1.221964464137328832e+03,1.961471459061434871e+03,-9.536417375896357953e+02
-2.341088661959557612e+03,-8.057016790353089846e+02,3.466246979718731609e+02
