0.000000	0.000000	0.000000	0.000000	0.035780	0.017740	0.053520	
0.000000	0.000000	0.000000	0.000000	0.035780	0.017740	0.053520	
0.000000	0.000000	0.000000	0.000000	0.035780	0.017740	0.053520	
0.876360	-0.199230	0.438530	0.140040	0.035780	0.017740	0.053520	
0.255490	-0.061120	0.964880	0.140040	0.035780	0.017740	0.053520	
0.143700	-0.218050	-0.965300	0.140040	0.035780	0.017740	0.053520	
-0.104450	-0.993050	-0.054300	0.140040	0.035780	0.017740	0.053520	
0.166080	0.833430	0.527080	0.140040	0.035780	0.017740	0.053520	
-0.189770	-0.945420	0.264880	0.140040	0.035780	0.017740	0.053520	
-0.958010	-0.176790	0.225760	0.140040	0.035780	0.017740	0.053520	
0.014730	-0.892300	0.451200	0.140040	0.035780	0.017740	0.053520	
-0.016690	0.732760	-0.680280	0.140040	0.035780	0.017740	0.053520	
-0.640360	-0.687920	-0.341630	0.140040	0.035780	0.017740	0.053520	
0.507250	0.847080	0.158610	0.140040	0.035780	0.017740	0.053520	
0.000000	0.000000	1.000000	0.140040	0.035780	0.017740	0.053520	
0.773850	0.613410	-0.157760	0.140040	0.035780	0.017740	0.053520	
-0.616330	0.030860	0.786890	0.140040	0.035780	0.017740	0.053520	
0.273220	-0.570600	0.774440	0.140040	0.035780	0.017740	0.053520	
-0.965230	0.018290	-0.260750	0.140040	0.035780	0.017740	0.053520	
0.852780	0.189260	-0.486780	0.140040	0.035780	0.017740	0.053520	
0.037680	-0.277270	0.960050	0.140040	0.035780	0.017740	0.053520	
-0.346950	-0.936700	0.047010	0.140040	0.035780	0.017740	0.053520	
0.020790	-0.521810	0.852810	0.140040	0.035780	0.017740	0.053520	
-0.000990	0.461550	0.887120	0.140040	0.035780	0.017740	0.053520	
0.293600	-0.887320	-0.355610	0.140040	0.035780	0.017740	0.053520	
0.935550	-0.062380	-0.347640	0.140040	0.035780	0.017740	0.053520	
0.578970	0.564450	0.588380	0.140040	0.035780	0.017740	0.053520	
-0.942360	0.283990	0.176930	0.140040	0.035780	0.017740	0.053520	
-0.574470	0.738740	0.352490	0.140040	0.035780	0.017740	0.053520	
0.497020	-0.117470	0.859750	0.140040	0.035780	0.017740	0.053520	
0.638820	0.103240	0.762400	0.140040	0.035780	0.017740	0.053520	
0.779140	0.473550	0.410720	0.140040	0.035780	0.017740	0.053520	
-0.803460	0.057010	0.592620	0.140040	0.035780	0.017740	0.053520	
0.148900	0.230030	0.961720	0.140040	0.035780	0.017740	0.053520	
-0.168280	0.978010	0.123220	0.140040	0.035780	0.017740	0.053520	
-0.273990	0.423200	0.863620	0.140040	0.035780	0.017740	0.053520	
-0.712030	0.155430	-0.684730	0.140040	0.035780	0.017740	0.053520	
0.961680	-0.246850	0.119350	0.140040	0.035780	0.017740	0.053520	
0.053700	-0.985430	0.161380	0.140040	0.035780	0.017740	0.053520	
0.404640	0.165590	0.899360	0.140040	0.035780	0.017740	0.053520	
-0.396880	0.731730	0.554130	0.140040	0.035780	0.017740	0.053520	
-0.735360	-0.301060	-0.607120	0.140040	0.035780	0.017740	0.053520	
0.875620	-0.482930	-0.008010	0.140040	0.035780	0.017740	0.053520	
0.904760	0.233080	0.356480	0.140040	0.035780	0.017740	0.053520	
0.747500	-0.645260	0.157760	0.140040	0.035780	0.017740	0.053520	
-0.111990	0.823200	0.556600	0.140040	0.035780	0.017740	0.053520	
0.837720	0.049150	0.543880	0.140040	0.035780	0.017740	0.053520	
-0.481830	0.525170	0.701460	0.140040	0.035780	0.017740	0.053520	
0.692530	-0.713770	-0.104610	0.140040	0.035780	0.017740	0.053520	
-0.689300	0.303250	0.657960	0.140040	0.035780	0.017740	0.053520	
0.875420	0.453850	0.166300	0.140040	0.035780	0.017740	0.053520	
0.679880	-0.607520	0.410720	0.140040	0.035780	0.017740	0.053520	
